ID,Industry,Money Range,Major,Class,Likert Score
3358085333,Manufacturing,"$100,000,000-$499,999,999",ACCOUNTING COURSES,Financial Accounting,5
3358085333,Manufacturing,"$100,000,000-$499,999,999",ACCOUNTING COURSES,Managerial/Cost Accounting,4
3358085333,Manufacturing,"$100,000,000-$499,999,999",ACCOUNTING COURSES,Auditing,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",ACCOUNTING COURSES,Business Income Tax,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",ACCOUNTING COURSES,Fraud Detection/Internal Controls,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",ACCOUNTING COURSES,Fund/Non-Profit Accounting,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",ACCOUNTING COURSES,Intermediate Level Financial Accounting,4
3358085333,Manufacturing,"$100,000,000-$499,999,999",ACCOUNTING COURSES,Advanced Financial Accounting,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",ACCOUNTING COURSES,Intermediate Level Managerial/Cost Accounting,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",ECONOMICS COURSES,Macroeconomics,4
3358085333,Manufacturing,"$100,000,000-$499,999,999",ECONOMICS COURSES,Microeconomics,4
3358085333,Manufacturing,"$100,000,000-$499,999,999",ECONOMICS COURSES,Business Statistics,5
3358085333,Manufacturing,"$100,000,000-$499,999,999",ECONOMICS COURSES,Econometrics,4
3358085333,Manufacturing,"$100,000,000-$499,999,999",ECONOMICS COURSES,International Economics,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",ECONOMICS COURSES,Intermediate Macroeconomics,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",ECONOMICS COURSES,Intermediate Microeconomics,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",FINANCE COURSES,Principles of Finance,5
3358085333,Manufacturing,"$100,000,000-$499,999,999",FINANCE COURSES,Employee Benefit Planning,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",FINANCE COURSES,Financial Analysis,4
3358085333,Manufacturing,"$100,000,000-$499,999,999",FINANCE COURSES,Insurance & Risk Management,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",FINANCE COURSES,Legal Aspects of Banking & Finance,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",FINANCE COURSES,Personal Financial Management,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",FINANCE COURSES,Securities Analysis,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",FINANCE COURSES,Short-Term Financial Management,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,Principles of Marketing,5
3358085333,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,Consumer Behavior,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,International Marketing,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,Internet Marketing,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,Marketing Management,4
3358085333,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,Marketing Research & Analysis,4
3358085333,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,Product and Pricing Strategy,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,Professional Selling,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,Promotional Strategy,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,Sales Management,4
3358085333,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Principles of Management,5
3358085333,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Business Intelligence/Data Mining/Decision Support Systems,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Business Internship,5
3358085333,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,"Business Law - Contracts, Sales & Professional Responsibility",3
3358085333,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Business Law - Legal & Regulatory Environment,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Business Policy & Strategic Management,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Business Software Applications/Microsoft Office and Enterprise Resource Planning (ERP) software,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Human Resource Management,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Interdisciplinary Management Capstone Course,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,International Business,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Management Information Systems (MIS),5
3358085333,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Organizational Behavior,4
3358085333,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Process Management,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Production/Operations Management,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Project Management,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",COMMUNICATIONS COURSES,Business Communications (oral and written),5
3358085333,Manufacturing,"$100,000,000-$499,999,999",COMMUNICATIONS COURSES,Business Ethics,5
3358085333,Manufacturing,"$100,000,000-$499,999,999",COMMUNICATIONS COURSES,Intercultural Communications,3
3358085333,Manufacturing,"$100,000,000-$499,999,999",COMMUNICATIONS COURSES,Interpersonal Communications,4
3358085333,Manufacturing,"$100,000,000-$499,999,999",COMMUNICATIONS COURSES,Leadership,5
3358085333,Manufacturing,"$100,000,000-$499,999,999",COMMUNICATIONS COURSES,Organizational Communication,5
3358085333,Manufacturing,"$100,000,000-$499,999,999",COMMUNICATIONS COURSES,Professionalism,5
3358085333,Manufacturing,"$100,000,000-$499,999,999",COMMUNICATIONS COURSES,Public Speaking,5
3358085333,Manufacturing,"$100,000,000-$499,999,999",COMMUNICATIONS COURSES,Small Group Communications,5
3347231259,Other Services,,ACCOUNTING COURSES,Financial Accounting,3
3347231259,Other Services,,ACCOUNTING COURSES,Managerial/Cost Accounting,3
3347231259,Other Services,,ACCOUNTING COURSES,Auditing,3
3347231259,Other Services,,ACCOUNTING COURSES,Business Income Tax,3
3347231259,Other Services,,ACCOUNTING COURSES,Fraud Detection/Internal Controls,
3347231259,Other Services,,ACCOUNTING COURSES,Fund/Non-Profit Accounting,3
3347231259,Other Services,,ACCOUNTING COURSES,Intermediate Level Financial Accounting,3
3347231259,Other Services,,ACCOUNTING COURSES,Advanced Financial Accounting,3
3347231259,Other Services,,ACCOUNTING COURSES,Intermediate Level Managerial/Cost Accounting,3
3347231259,Other Services,,ECONOMICS COURSES,Macroeconomics,3
3347231259,Other Services,,ECONOMICS COURSES,Microeconomics,3
3347231259,Other Services,,ECONOMICS COURSES,Business Statistics,3
3347231259,Other Services,,ECONOMICS COURSES,Econometrics,3
3347231259,Other Services,,ECONOMICS COURSES,International Economics,3
3347231259,Other Services,,ECONOMICS COURSES,Intermediate Macroeconomics,
3347231259,Other Services,,ECONOMICS COURSES,Intermediate Microeconomics,3
3347231259,Other Services,,FINANCE COURSES,Principles of Finance,3
3347231259,Other Services,,FINANCE COURSES,Employee Benefit Planning,3
3347231259,Other Services,,FINANCE COURSES,Financial Analysis,3
3347231259,Other Services,,FINANCE COURSES,Insurance & Risk Management,3
3347231259,Other Services,,FINANCE COURSES,Legal Aspects of Banking & Finance,3
3347231259,Other Services,,FINANCE COURSES,Personal Financial Management,3
3347231259,Other Services,,FINANCE COURSES,Securities Analysis,3
3347231259,Other Services,,FINANCE COURSES,Short-Term Financial Management,3
3347231259,Other Services,,MARKETING COURSES,Principles of Marketing,3
3347231259,Other Services,,MARKETING COURSES,Consumer Behavior,3
3347231259,Other Services,,MARKETING COURSES,International Marketing,3
3347231259,Other Services,,MARKETING COURSES,Internet Marketing,3
3347231259,Other Services,,MARKETING COURSES,Marketing Management,3
3347231259,Other Services,,MARKETING COURSES,Marketing Research & Analysis,
3347231259,Other Services,,MARKETING COURSES,Product and Pricing Strategy,3
3347231259,Other Services,,MARKETING COURSES,Professional Selling,3
3347231259,Other Services,,MARKETING COURSES,Promotional Strategy,3
3347231259,Other Services,,MARKETING COURSES,Sales Management,3
3347231259,Other Services,,MANAGEMENT COURSES,Principles of Management,3
3347231259,Other Services,,MANAGEMENT COURSES,Business Intelligence/Data Mining/Decision Support Systems,3
3347231259,Other Services,,MANAGEMENT COURSES,Business Internship,3
3347231259,Other Services,,MANAGEMENT COURSES,"Business Law - Contracts, Sales & Professional Responsibility",3
3347231259,Other Services,,MANAGEMENT COURSES,Business Law - Legal & Regulatory Environment,3
3347231259,Other Services,,MANAGEMENT COURSES,Business Policy & Strategic Management,3
3347231259,Other Services,,MANAGEMENT COURSES,Business Software Applications/Microsoft Office and Enterprise Resource Planning (ERP) software,3
3347231259,Other Services,,MANAGEMENT COURSES,Human Resource Management,3
3347231259,Other Services,,MANAGEMENT COURSES,Interdisciplinary Management Capstone Course,3
3347231259,Other Services,,MANAGEMENT COURSES,International Business,3
3347231259,Other Services,,MANAGEMENT COURSES,Management Information Systems (MIS),3
3347231259,Other Services,,MANAGEMENT COURSES,Organizational Behavior,3
3347231259,Other Services,,MANAGEMENT COURSES,Process Management,3
3347231259,Other Services,,MANAGEMENT COURSES,Production/Operations Management,3
3347231259,Other Services,,MANAGEMENT COURSES,Project Management,3
3347231259,Other Services,,COMMUNICATIONS COURSES,Business Communications (oral and written),4
3347231259,Other Services,,COMMUNICATIONS COURSES,Business Ethics,3
3347231259,Other Services,,COMMUNICATIONS COURSES,Intercultural Communications,3
3347231259,Other Services,,COMMUNICATIONS COURSES,Interpersonal Communications,5
3347231259,Other Services,,COMMUNICATIONS COURSES,Leadership,4
3347231259,Other Services,,COMMUNICATIONS COURSES,Organizational Communication,5
3347231259,Other Services,,COMMUNICATIONS COURSES,Professionalism,5
3347231259,Other Services,,COMMUNICATIONS COURSES,Public Speaking,1
3347231259,Other Services,,COMMUNICATIONS COURSES,Small Group Communications,1
3344940626,Accommodations and Food Services,"Less than $7,000,000",ACCOUNTING COURSES,Financial Accounting,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",ACCOUNTING COURSES,Managerial/Cost Accounting,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",ACCOUNTING COURSES,Auditing,4
3344940626,Accommodations and Food Services,"Less than $7,000,000",ACCOUNTING COURSES,Business Income Tax,1
3344940626,Accommodations and Food Services,"Less than $7,000,000",ACCOUNTING COURSES,Fraud Detection/Internal Controls,4
3344940626,Accommodations and Food Services,"Less than $7,000,000",ACCOUNTING COURSES,Fund/Non-Profit Accounting,2
3344940626,Accommodations and Food Services,"Less than $7,000,000",ACCOUNTING COURSES,Intermediate Level Financial Accounting,3
3344940626,Accommodations and Food Services,"Less than $7,000,000",ACCOUNTING COURSES,Advanced Financial Accounting,3
3344940626,Accommodations and Food Services,"Less than $7,000,000",ACCOUNTING COURSES,Intermediate Level Managerial/Cost Accounting,3
3344940626,Accommodations and Food Services,"Less than $7,000,000",ECONOMICS COURSES,Macroeconomics,3
3344940626,Accommodations and Food Services,"Less than $7,000,000",ECONOMICS COURSES,Microeconomics,3
3344940626,Accommodations and Food Services,"Less than $7,000,000",ECONOMICS COURSES,Business Statistics,3
3344940626,Accommodations and Food Services,"Less than $7,000,000",ECONOMICS COURSES,Econometrics,3
3344940626,Accommodations and Food Services,"Less than $7,000,000",ECONOMICS COURSES,International Economics,3
3344940626,Accommodations and Food Services,"Less than $7,000,000",ECONOMICS COURSES,Intermediate Macroeconomics,3
3344940626,Accommodations and Food Services,"Less than $7,000,000",ECONOMICS COURSES,Intermediate Microeconomics,3
3344940626,Accommodations and Food Services,"Less than $7,000,000",FINANCE COURSES,Principles of Finance,4
3344940626,Accommodations and Food Services,"Less than $7,000,000",FINANCE COURSES,Employee Benefit Planning,3
3344940626,Accommodations and Food Services,"Less than $7,000,000",FINANCE COURSES,Financial Analysis,4
3344940626,Accommodations and Food Services,"Less than $7,000,000",FINANCE COURSES,Insurance & Risk Management,3
3344940626,Accommodations and Food Services,"Less than $7,000,000",FINANCE COURSES,Legal Aspects of Banking & Finance,3
3344940626,Accommodations and Food Services,"Less than $7,000,000",FINANCE COURSES,Personal Financial Management,3
3344940626,Accommodations and Food Services,"Less than $7,000,000",FINANCE COURSES,Securities Analysis,3
3344940626,Accommodations and Food Services,"Less than $7,000,000",FINANCE COURSES,Short-Term Financial Management,3
3344940626,Accommodations and Food Services,"Less than $7,000,000",MARKETING COURSES,Principles of Marketing,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",MARKETING COURSES,Consumer Behavior,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",MARKETING COURSES,International Marketing,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",MARKETING COURSES,Internet Marketing,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",MARKETING COURSES,Marketing Management,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",MARKETING COURSES,Marketing Research & Analysis,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",MARKETING COURSES,Product and Pricing Strategy,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",MARKETING COURSES,Professional Selling,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",MARKETING COURSES,Promotional Strategy,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",MARKETING COURSES,Sales Management,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",MANAGEMENT COURSES,Principles of Management,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",MANAGEMENT COURSES,Business Intelligence/Data Mining/Decision Support Systems,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",MANAGEMENT COURSES,Business Internship,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",MANAGEMENT COURSES,"Business Law - Contracts, Sales & Professional Responsibility",3
3344940626,Accommodations and Food Services,"Less than $7,000,000",MANAGEMENT COURSES,Business Law - Legal & Regulatory Environment,3
3344940626,Accommodations and Food Services,"Less than $7,000,000",MANAGEMENT COURSES,Business Policy & Strategic Management,3
3344940626,Accommodations and Food Services,"Less than $7,000,000",MANAGEMENT COURSES,Business Software Applications/Microsoft Office and Enterprise Resource Planning (ERP) software,4
3344940626,Accommodations and Food Services,"Less than $7,000,000",MANAGEMENT COURSES,Human Resource Management,4
3344940626,Accommodations and Food Services,"Less than $7,000,000",MANAGEMENT COURSES,Interdisciplinary Management Capstone Course,4
3344940626,Accommodations and Food Services,"Less than $7,000,000",MANAGEMENT COURSES,International Business,2
3344940626,Accommodations and Food Services,"Less than $7,000,000",MANAGEMENT COURSES,Management Information Systems (MIS),3
3344940626,Accommodations and Food Services,"Less than $7,000,000",MANAGEMENT COURSES,Organizational Behavior,4
3344940626,Accommodations and Food Services,"Less than $7,000,000",MANAGEMENT COURSES,Process Management,4
3344940626,Accommodations and Food Services,"Less than $7,000,000",MANAGEMENT COURSES,Production/Operations Management,4
3344940626,Accommodations and Food Services,"Less than $7,000,000",MANAGEMENT COURSES,Project Management,4
3344940626,Accommodations and Food Services,"Less than $7,000,000",COMMUNICATIONS COURSES,Business Communications (oral and written),5
3344940626,Accommodations and Food Services,"Less than $7,000,000",COMMUNICATIONS COURSES,Business Ethics,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",COMMUNICATIONS COURSES,Intercultural Communications,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",COMMUNICATIONS COURSES,Interpersonal Communications,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",COMMUNICATIONS COURSES,Leadership,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",COMMUNICATIONS COURSES,Organizational Communication,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",COMMUNICATIONS COURSES,Professionalism,5
3344940626,Accommodations and Food Services,"Less than $7,000,000",COMMUNICATIONS COURSES,Public Speaking,
3344940626,Accommodations and Food Services,"Less than $7,000,000",COMMUNICATIONS COURSES,Small Group Communications,5
3338545976,Manufacturing,"$100,000,000-$499,999,999",ACCOUNTING COURSES,Financial Accounting,5
3338545976,Manufacturing,"$100,000,000-$499,999,999",ACCOUNTING COURSES,Managerial/Cost Accounting,5
3338545976,Manufacturing,"$100,000,000-$499,999,999",ACCOUNTING COURSES,Auditing,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",ACCOUNTING COURSES,Business Income Tax,2
3338545976,Manufacturing,"$100,000,000-$499,999,999",ACCOUNTING COURSES,Fraud Detection/Internal Controls,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",ACCOUNTING COURSES,Fund/Non-Profit Accounting,1
3338545976,Manufacturing,"$100,000,000-$499,999,999",ACCOUNTING COURSES,Intermediate Level Financial Accounting,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",ACCOUNTING COURSES,Advanced Financial Accounting,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",ACCOUNTING COURSES,Intermediate Level Managerial/Cost Accounting,5
3338545976,Manufacturing,"$100,000,000-$499,999,999",ECONOMICS COURSES,Macroeconomics,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",ECONOMICS COURSES,Microeconomics,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",ECONOMICS COURSES,Business Statistics,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",ECONOMICS COURSES,Econometrics,3
3338545976,Manufacturing,"$100,000,000-$499,999,999",ECONOMICS COURSES,International Economics,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",ECONOMICS COURSES,Intermediate Macroeconomics,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",ECONOMICS COURSES,Intermediate Microeconomics,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",FINANCE COURSES,Principles of Finance,5
3338545976,Manufacturing,"$100,000,000-$499,999,999",FINANCE COURSES,Employee Benefit Planning,2
3338545976,Manufacturing,"$100,000,000-$499,999,999",FINANCE COURSES,Financial Analysis,5
3338545976,Manufacturing,"$100,000,000-$499,999,999",FINANCE COURSES,Insurance & Risk Management,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",FINANCE COURSES,Legal Aspects of Banking & Finance,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",FINANCE COURSES,Personal Financial Management,2
3338545976,Manufacturing,"$100,000,000-$499,999,999",FINANCE COURSES,Securities Analysis,2
3338545976,Manufacturing,"$100,000,000-$499,999,999",FINANCE COURSES,Short-Term Financial Management,5
3338545976,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,Principles of Marketing,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,Consumer Behavior,3
3338545976,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,International Marketing,3
3338545976,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,Internet Marketing,3
3338545976,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,Marketing Management,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,Marketing Research & Analysis,3
3338545976,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,Product and Pricing Strategy,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,Professional Selling,3
3338545976,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,Promotional Strategy,3
3338545976,Manufacturing,"$100,000,000-$499,999,999",MARKETING COURSES,Sales Management,3
3338545976,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Principles of Management,5
3338545976,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Business Intelligence/Data Mining/Decision Support Systems,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Business Internship,3
3338545976,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,"Business Law - Contracts, Sales & Professional Responsibility",4
3338545976,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Business Law - Legal & Regulatory Environment,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Business Policy & Strategic Management,5
3338545976,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Business Software Applications/Microsoft Office and Enterprise Resource Planning (ERP) software,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Human Resource Management,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Interdisciplinary Management Capstone Course,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,International Business,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Management Information Systems (MIS),4
3338545976,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Organizational Behavior,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Process Management,5
3338545976,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Production/Operations Management,5
3338545976,Manufacturing,"$100,000,000-$499,999,999",MANAGEMENT COURSES,Project Management,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",COMMUNICATIONS COURSES,Business Communications (oral and written),5
3338545976,Manufacturing,"$100,000,000-$499,999,999",COMMUNICATIONS COURSES,Business Ethics,5
3338545976,Manufacturing,"$100,000,000-$499,999,999",COMMUNICATIONS COURSES,Intercultural Communications,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",COMMUNICATIONS COURSES,Interpersonal Communications,5
3338545976,Manufacturing,"$100,000,000-$499,999,999",COMMUNICATIONS COURSES,Leadership,5
3338545976,Manufacturing,"$100,000,000-$499,999,999",COMMUNICATIONS COURSES,Organizational Communication,5
3338545976,Manufacturing,"$100,000,000-$499,999,999",COMMUNICATIONS COURSES,Professionalism,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",COMMUNICATIONS COURSES,Public Speaking,4
3338545976,Manufacturing,"$100,000,000-$499,999,999",COMMUNICATIONS COURSES,Small Group Communications,5
3336637404,Manufacturing,"$7,000,000 - $24,999,999",ACCOUNTING COURSES,Financial Accounting,5
3336637404,Manufacturing,"$7,000,000 - $24,999,999",ACCOUNTING COURSES,Managerial/Cost Accounting,5
3336637404,Manufacturing,"$7,000,000 - $24,999,999",ACCOUNTING COURSES,Auditing,3
3336637404,Manufacturing,"$7,000,000 - $24,999,999",ACCOUNTING COURSES,Business Income Tax,4
3336637404,Manufacturing,"$7,000,000 - $24,999,999",ACCOUNTING COURSES,Fraud Detection/Internal Controls,3
3336637404,Manufacturing,"$7,000,000 - $24,999,999",ACCOUNTING COURSES,Fund/Non-Profit Accounting,3
3336637404,Manufacturing,"$7,000,000 - $24,999,999",ACCOUNTING COURSES,Intermediate Level Financial Accounting,4
3336637404,Manufacturing,"$7,000,000 - $24,999,999",ACCOUNTING COURSES,Advanced Financial Accounting,4
3336637404,Manufacturing,"$7,000,000 - $24,999,999",ACCOUNTING COURSES,Intermediate Level Managerial/Cost Accounting,4
3336637404,Manufacturing,"$7,000,000 - $24,999,999",ECONOMICS COURSES,Macroeconomics,4
3336637404,Manufacturing,"$7,000,000 - $24,999,999",ECONOMICS COURSES,Microeconomics,4
3336637404,Manufacturing,"$7,000,000 - $24,999,999",ECONOMICS COURSES,Business Statistics,5
3336637404,Manufacturing,"$7,000,000 - $24,999,999",ECONOMICS COURSES,Econometrics,4
3336637404,Manufacturing,"$7,000,000 - $24,999,999",ECONOMICS COURSES,International Economics,4
3336637404,Manufacturing,"$7,000,000 - $24,999,999",ECONOMICS COURSES,Intermediate Macroeconomics,4
3336637404,Manufacturing,"$7,000,000 - $24,999,999",ECONOMICS COURSES,Intermediate Microeconomics,4
3336637404,Manufacturing,"$7,000,000 - $24,999,999",FINANCE COURSES,Principles of Finance,5
3336637404,Manufacturing,"$7,000,000 - $24,999,999",FINANCE COURSES,Employee Benefit Planning,2
3336637404,Manufacturing,"$7,000,000 - $24,999,999",FINANCE COURSES,Financial Analysis,4
3336637404,Manufacturing,"$7,000,000 - $24,999,999",FINANCE COURSES,Insurance & Risk Management,4
3336637404,Manufacturing,"$7,000,000 - $24,999,999",FINANCE COURSES,Legal Aspects of Banking & Finance,3
3336637404,Manufacturing,"$7,000,000 - $24,999,999",FINANCE COURSES,Personal Financial Management,4
3336637404,Manufacturing,"$7,000,000 - $24,999,999",FINANCE COURSES,Securities Analysis,2
3336637404,Manufacturing,"$7,000,000 - $24,999,999",FINANCE COURSES,Short-Term Financial Management,3
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MARKETING COURSES,Principles of Marketing,2
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MARKETING COURSES,Consumer Behavior,3
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MARKETING COURSES,International Marketing,2
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MARKETING COURSES,Internet Marketing,2
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MARKETING COURSES,Marketing Management,3
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MARKETING COURSES,Marketing Research & Analysis,3
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MARKETING COURSES,Product and Pricing Strategy,3
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MARKETING COURSES,Professional Selling,2
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MARKETING COURSES,Promotional Strategy,2
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MARKETING COURSES,Sales Management,3
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MANAGEMENT COURSES,Principles of Management,5
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MANAGEMENT COURSES,Business Intelligence/Data Mining/Decision Support Systems,5
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MANAGEMENT COURSES,Business Internship,4
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MANAGEMENT COURSES,"Business Law - Contracts, Sales & Professional Responsibility",5
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MANAGEMENT COURSES,Business Law - Legal & Regulatory Environment,5
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MANAGEMENT COURSES,Business Policy & Strategic Management,5
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MANAGEMENT COURSES,Business Software Applications/Microsoft Office and Enterprise Resource Planning (ERP) software,5
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MANAGEMENT COURSES,Human Resource Management,5
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MANAGEMENT COURSES,Interdisciplinary Management Capstone Course,4
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MANAGEMENT COURSES,International Business,4
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MANAGEMENT COURSES,Management Information Systems (MIS),5
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MANAGEMENT COURSES,Organizational Behavior,5
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MANAGEMENT COURSES,Process Management,4
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MANAGEMENT COURSES,Production/Operations Management,5
3336637404,Manufacturing,"$7,000,000 - $24,999,999",MANAGEMENT COURSES,Project Management,5
3336637404,Manufacturing,"$7,000,000 - $24,999,999",COMMUNICATIONS COURSES,Business Communications (oral and written),5
3336637404,Manufacturing,"$7,000,000 - $24,999,999",COMMUNICATIONS COURSES,Business Ethics,5
3336637404,Manufacturing,"$7,000,000 - $24,999,999",COMMUNICATIONS COURSES,Intercultural Communications,4
3336637404,Manufacturing,"$7,000,000 - $24,999,999",COMMUNICATIONS COURSES,Interpersonal Communications,4
3336637404,Manufacturing,"$7,000,000 - $24,999,999",COMMUNICATIONS COURSES,Leadership,5
3336637404,Manufacturing,"$7,000,000 - $24,999,999",COMMUNICATIONS COURSES,Organizational Communication,4
